beer_id,brewery_id,style,abv,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,brewery_nbr_beers,true_serving_type
59173,17981,American IPA,7.5,1323687600,willseph.560547,5.0,4.0,3.5,3.5,4.0,3.81,"Thanks to KickInTheChalice for sharing this with me.The nose is quite nice, surprisingly I noted a lot of vanilla and mango with only a touch of the traditional hops smell. The creamy vanilla smell was pretty potent. Call me weird, but I thought this was a beautiful beer in appearance. A very cloudy apricot color, half a finger of fluffy head and very sticky lacing.Being the only white oak beer I've ever had, the taste was a bit surprising. I noticed heavy cream and spiciness with the hops bitterness on the back end. Some sweet citrus like nectarines were present, but the lack of citrusy hops was evident. Mouthfeel was interesting, it almost bites the mouth with the carbonation but yet leaves a bit of an oily feeling. Overall, a fun intro to white oak aging, although this won't be on my short list of favorite IPAs.",2180,479,4.15,28,21,,,"United States, Florida",981,unknown
86487,22511,American IPA,6.2,1380880800,blackie.15912,4.5,4.5,4.5,4.75,4.75,4.65,"drank so much of this - in and around Waterbury as well as a liter growler to go, and lord it was a lovely timeSusan is a deep, golden apricot in color with a rich cream white head that leaves good lacing. A carefully crafted hop blend is the highlight here - those lovely NZ hops bring their tropical medley including kiwi, mango, and passionfruit with the others bringing citrus highlights of tangerine and grapefruit. Juicy and fresh, riding a light, subtly sweet pale malt base with a touch of honey. Pleasant on the palate - moderate in body with a soft light-moderate carbonation. A balanced bitterness with a touch of citrus oil accents the finish and provides a dry, drinkable close. A top-tier IPA that pulls in all the best characteristics of a great hop blend and sets them against a thoughtful malt base..",1865,201,4.48,1842,1841,1110106800.0,"United States, Oregon","United States, Vermont",222,unknown
4849,1251,Extra Special / Strong Bitter (ESB),5.5,1350554400,johnnnniee.125029,4.0,3.5,3.5,2.5,3.5,3.13,"Pours a clear golden garnet color with a huge fluffy off white head that slowly dissipates and laces on the way down. Smells of caramel, mineral, and a bit of earth and spice with a hint of butter. the flavor is quite malty with caramel being the dominant taste. Earth, tart, and butter provide a bit of counter to the malty sweetness, but this one really leans to the malty side. Medium body with a moderate level of carbonation and a sweet slick mouthfeel. A buttery malt bomb how shipyard-ish. OK for what it is, but there are better red ales out there.",198,99,3.42,4192,3741,1172660400.0,"United States, New Hampshire","United States, New Hampshire",39,unknown
23392,9792,Witbier,4.5,1328698800,dim.100299,4.0,4.5,4.0,4.0,4.0,4.12,"a: This was a cloudy straw color and it poured with a thick, whipped cream head.s: Very appealing mix of yeasty phenols, citrus, flowery spice, and musty wheat.t: Doesn't quite live up to the smell, but this is very good. Grainy wheat with hints of fruit and a spicy, phenolic finish.m: Pretty chewy overall.o: I love a good wit but they are frustratingly hard to find. This was definitely one of them, glad I got to try it.",175,44,3.62,1551,1551,1159437600.0,"United States, Pennsylvania","United States, North Carolina",150,unknown
32437,64,Fruit / Vegetable Beer,10.0,1233313200,bedethevenerable.247470,4.0,4.0,4.0,3.0,3.5,3.5,"Presentation: 750ml brown bottle with an oldschool, classy-looking German-ish label. Apperance: Beautiful slightly hazy rose/orange beer with a fluffy cream head that has great retention.Smell: Bright, sweet, and fruity; there's dark fruit in here, but also something reminiscent of fresh blueberry muffins, and just a touch of alcohol and vanilla in the background.Taste: Nice tart raspberry/blackberry flavors; there's not a lot of depth here though, and the alcohol is pretty apparent. Mouthfeel: Medium-heavyDrinkability: Pretty high for the abvConclusion: This was my treat to myself on my 26th birthday; I'd been wanting to try this beer for a long time, and while it was pretty tasty, I was expecting a little more depth and complexity...at any rate, it was pretty tasty with dessert.",1617,530,3.69,670,669,1220608800.0,"United States, Missouri","United States, Delaware",378,bottle
66063,2372,Saison / Farmhouse Ale,7.3,1317290400,phyl21ca.2335,3.5,3.5,3.5,3.5,3.5,3.5,Bottle: Poured a dark black color ale with a medium size dirty white foamy head with OK retention and some light lacing. Aroma of light roasted malt with some rustic notes and light peppery yeast. Taste is not as complex as anticipated with a weird mix between some dry roasted malt and some light rustic notes and light funky yeast notes. Body is about average with good carbonation and no apparent alcohol. Lacking subtlety that makes Saison such a nice style – roasted malt idea is interesting but really not necessary.,140,92,3.47,6185,6185,1056621600.0,Canada,"United States, Georgia",183,bottle
26395,63,American Pale Ale (APA),5.9,1457607600,secondtooth.179213,3.25,3.5,3.5,3.5,3.5,3.49,"“Best-by”-dated a little old here, 2 months past the proposed date. So a little leeway given in rating.Appearance: Pours a semi-clear, semi-cloudy amber, with sloppy swirls of sudsy lace. Kinda average here.Aroma: Nicely crisp citrus (grapefruit) and pine. Decent.Taste: Hoppy, but muted a little into a piney-malty mix. Not bad still, but probably quite different and much better if it were fresher. I’ll have to re-review when I can find a new bottle.",1299,477,4.11,1386,1386,1197630000.0,"United States, Indiana","United States, Oregon",431,bottle
99699,192,Belgian IPA,6.2,1416740400,calgaryfmc.746208,3.75,3.75,3.5,4.0,3.75,3.83,"Single 12 oz. bottle poured into a nonic. A hazy pale lemon yellow with a thin layer of foamy white bubbles on top and leaving concentric rings of lace on the sides of the glass. Bright and fresh aroma of lemon and pineapple, grass, something else faintly tropical or gummy candy-like, coriander seed, a ghost of pine needles. Palate is refreshing, citric, subtly sweet ... I get more of a session IPA vibe than the expected witbier base, at least initially, although there is a solid undercurrent of Belgian seed spice and dry phenols. Grapefruit, lime, and some mango complement the lemon on the nose. The combination of Belgian yeast and citrus hops recalls ginger root, in a way. Body on the low end of medium with moderate carbonation. Finishes rather dry, with lingering citrus rind, clove, and coriander notes. I stand by my earlier &quot;session&quot; assessment, flavorsome yet light and drinkable. Good balance between American hop and Belgian flavors, with the former front and center and the latter playing a competent supporting role.",1979,298,3.75,926,926,1375437600.0,Canada,"United States, Colorado",298,bottle
50646,112,American Strong Ale,12.5,1264676400,zeff80.63854,4.0,4.0,3.5,4.0,3.5,3.85,"A - Poured out a clear, golden-orange color with a small, thin, bubbly head of white foam. It left soapy sheets of lace.S - It smelled boozy with a strong dose of sweet, sweet caramel. Notes of toffee were present with a mild floral nose, too.T - It tasted sweet and malty. There was a very sweet caramel and toffee flavor with a boozy alcohol presence.M - It was crisp and sharp with a slightly sticky feel. A medium to full bodied beer with a strong alcohol warmth.D - This was a tasty brew but too sweet to drink alot of it.",38,26,3.87,6096,4058,1139223600.0,"United States, Missouri","United States, California",52,unknown
27604,3120,American IPA,7.0,1300273200,kap1356.312685,4.0,4.5,4.0,4.5,4.5,4.42,"Reviewed from notes. HUGE thanks to javib458 for throwing this fresh bottle into a trade. Poured from a 22 oz. bomber into a Sam Adams Perfect Pint glass...A - Poured a nice golden-orange color that is slightly hazy. Bubbles are scraming up from the bottom of the glass. A nice white, 1.5 finger thick head forms and retains very well.S - Grassy, floral hops with some piney notes all up front. Grapefruits, pineapple, orange and mango all right in your face. Some biscuit malts in the background T - Really follows the nose quite well except the malt backbone stands out much sweeter than the nose. The hops are really juicy and the malt backbone nice and buttery.M - Medium bodied with a nice effervescence from the carbonation. Slightly dry and resinous at times.O - REALLY outstanding beer. Flavors are all great and really stand out as a great American IPA. A must try for the hop heads out there.",4355,876,4.29,885,305,1238065200.0,"United States, Pennsylvania","United States, California",113,bottle
76891,8,Saison / Farmhouse Ale,5.5,1328439600,wetpaperbag.152991,4.0,4.0,4.0,4.0,4.0,4.0,"A- Similar to that of an amber or copper ale. Head was short lived, but a thin layer of bubbles remain. S- Smell is great, Belgian yeast smell with dark fruits and a hint of lemon.T- Same as smell, but with a tobacco smoke taste in the finish, with a savory lemon after taste. M- The mouthfeel is good. It doesn't have a huge carbonation feel, but it has just the right amount for an easy drinking brew. O- I like this. It is easy drinking, and for the people who might be looking to branch out in their styles Widmer is doing something right with this brew. It isn't too in your face like some Saisons can be, but can be enjoyed by a larger range of people.",268,117,3.41,524,439,1187085600.0,"United States, Washington","United States, Oregon",186,unknown
68158,24926,Fruit / Vegetable Beer,3.6,1302948000,biboergosum.168458,3.5,3.0,2.5,3.0,2.5,2.88,"330ml, green foil capped bottle, new to these parts, and apparently 'Exotic'! Made with 62% 'Fairtrade' mango content, apparently - good to know!This beer pours a slightly hazy, medium golden straw colour, with one fat-ass finger of puffy, tightly foamy, and essentially soapy off-white head, the sort not long for this world, and gives up a bit of layered cloud-form lace upon its speedy exit. It smells of fleshy, semi-sweet, and pungent mango puree, mildly biscuity pale malt, and a weirdly zingy, indistinct, um, hoppiness, I guess. The taste is way too sweet isolated sugar-addled grain, saccharine mango flesh, and sweet, sugary, oh, wait, no, the rather faint earthy hops happen to be the only thing that is not seemingly over the top, well, sweet, in this particular concoction. The carbonation is pretty much plainly frothy, in a sort of deaf and mute sense, the body medium-heavy in that cloying simple syrup manner, so 'smooth', I guess, if that's your thing. It finishes still pretty bloody sweet, the earthy, somewhat musty mango character the only thing somewhat capable of meekly pointing in the other direction.Upon closer inspection of the label, it comes as no surprise that this is actually brewed by the good folks at Huyghe in Belgium, as this duly resonates with memories of their Ninkeberry fruit-fuck of a 'beer'. If it wasn't clear already, this is one sweet-as-sin tipple, diabetes-temptingly so.",17,8,2.88,6616,6616,1193569200.0,Canada,Netherlands,7,bottle
7879,259,Witbier,5.5,1288260000,brewcat.255548,4.0,3.5,4.5,4.0,4.5,4.03,"Really good. Was expecting a little more asertiveness one way or another on the aroma. Didn't really get much beyond the wheatyness and breadyness. Do agree there is some acidity or citrusy component mixed in there but kinda hard to nail down. Kinda like that. Refreshing as all hell on the pallet. Bright yet soft; clean yet full of flavor. A smidge tart, but very drinkable. Really like this beer and seems to open and grow as it warms in the glass.",1552,665,4.15,8,8,1223287200.0,"United States, Oregon",Belgium,18,unknown
24483,3042,Russian Imperial Stout,8.5,1298372400,soju6.436826,4.0,3.5,4.0,3.5,3.5,3.58,"On Tap at BJ's in EL Paso, TX.A: Served a very dark mahogany color, virtually opaque. Had a good tan head that lasted with nice lacing to the finish.S: Has a fairly mild aroma of roasted malt &amp; coffee eith a hint of caramel.T; Started with a mild stout bitterness and continued to roasted malt and coffee. There was a mild chocolate sweetness and a clean finish.F: Full body, creamy and smooth. Well balanced. The alcohol is well hidden.D: Good drinker, but almost a bit to sweet for my taste. I would consider this more of a stout than an Imperial Stout, but it is still enjoyable.",144,53,3.41,1128,1128,1268305200.0,"United States, Missouri","United States, Arizona",67,draft
35036,1199,Scotch Ale / Wee Heavy,11.2,1257591600,sweemzander.312660,4.0,4.5,4.5,5.0,4.0,4.57,"12oz. bottle poured into a snifter. Bottled on 11/05/09. Only 2 days old, now thats fresh! (A)- Pours a super dark mahogany that is borderline black. Produced a good off-white head that dissipated to bubbles after leaving behind some tiny bits of webbing behind. (S)- Some light berry fruits with a toffee, fig, and a woodiness mixed together to create an interesting aroma. Definitely some smokiness present from those oak barrels. (T)- Wow, great dark berry fruits, fig, raisin, cocoa &amp; vanilla. Some cola-ish nuances that remind me of Dr. Pepper. A silky woodiness that has a slight smoky/mineral characteristic. Fantastic Complexity and character to it. (M)- Great carbonation level with a great body to it. There is a slight warming sensation as it goes down, but otherwise the 10.2% abv is integrated very well. Sweet, but in a balanced way. The fruits &amp; wood counterbalance the sweetness well. (D)- A very good beer. I was expecting something extremely potent (it is!) but in a much more delicate/complex sense. The oak bourbon barrels really makes this brew shine. If it tastes this good fresh, this should be really interesting with a year of age on it. Well done, once again Founders!",8118,1842,4.26,2950,1570,1238065200.0,"United States, Illinois","United States, Michigan",399,bottle
7560,26,Irish Dry Stout,6.5,1295002800,vdubb86.495030,4.0,4.5,4.5,4.0,4.0,4.17,"Served in a Sam Adams Perfect Pint GlassThis beer is Tit's McGee for an IDS. It pours pretty dark blackness with a light beige head that fades rather quickly on the surface. The smell is pretty damn wonderful. There is a hint of bourbon mixed within the heavy chocolate notes. It's like smelling a malted milk ball. The taste is a nice dry chocolate flavor there is almost a lemongrass flavor or some other earthy herbal note to the flavor on the back-end. This is pretty darn nice for the mouthfeel. It's one of the more pleasant tasting IDSs that I've ever had, If only that herbal note wasn't around.",839,464,4.05,614,579,1282557600.0,"United States, Illinois","United States, Indiana",333,unknown
65265,96,American Black Ale,6.0,1300791600,ralphus.232364,3.0,3.5,3.0,3.0,2.5,3.02,"Pours a hazy brown with an offwhite head that recedes to a ring of foam. Some lacing is left behind. The smell is smokey pine. Nice hopping.The taste is a slightly ipa taste with some smokey malts. The combination doesn't work too well for me as the malt is not that sweet. The beer just seems to be missing something.Mouthfeel is ok, albeit a little gritty if that makes any sense.Overall.. not a beer I'd go for again.",432,145,3.45,228,228,1215165600.0,Canada,"United States, Vermont",139,unknown
48084,13065,Berliner Weissbier,5.0,1324378800,raffy313.538985,3.5,4.5,4.5,4.5,4.5,4.44,"Received this 750ML C&amp;C'ed bottle in the MLB Playoffs 2011 BIF from landrewg. Thanks a ton, Andy! Poured into a regular pint glass.A clear, yellow/straw color, typical of Berliners. White 1 finger head that dissipates to nothing rather quickly and leaves behind very little, to no lacing.A nice lemony aroma with slight tartness. Some slight hefe-like wheat aromas are also present. Rather awesome nose, actually.Flavors are similar to the aromas, with the tartness hitting the tongue almost immediately. Definate lemon zest flavors, with just a hint of bready wheat.Somewhat light body with just the right amount of medium carbonation. Very drinkable, very refreshing... wish I had this back in the hot summer.Ahhhh... I love this style, and I really like this beer. &quot;Bottled on&quot; date says &quot;78&quot;, and have no idea how fresh/old this beer is, but I drank it over 2 months after I received it and it's still tastes fresh. Would love to try a bottle(or two) of this fresh next summer.",180,84,3.94,442,33,1292410800.0,"United States, Texas","United States, California",66,bottle
50699,16790,Belgian Strong Dark Ale,9.0,1366106400,dope.510859,4.25,4.0,4.25,4.5,4.75,4.39,"No bottle date that I could find. The wrapper had some info I think but I tossed it without thinking and now I'm too lazy to go find it. Fresh though, this just hit stores around here a few weeks ago.Gusher bottle, I always like being caught off guard by those.A: A dark brown pour with an enormous, ridiculously huge light and fluffy head. Head takes ages to fade away, annoyingly long in fact. Huge island of foam. Light, fluffy tufts of lacing everywhere. S: Heavy on the dark fruits and sweet chocolate. Almost exactly like chocolate-covered raisins. Get some plums, figs and maybe even a little grape? A little spicy belgian yeast too.T: Lots of sweet dark fruits up front. Very sweet. Not super raisin heavy like a ton of these are. It's actually more like prunes, plums and fig. Swear I still get a little grape hiding in there. Chocolate melds in nicely. Caramel sweetness is quite nice. Sweetness runs out in the finish, leaving more of a cocoa powder and dried fruit flavor. Some belgian spiciness but not overpowering (not a black pepper bomb like so many). Just a little. Nice dried fruits and a touch of earthiness lingering between sips. Maybe a little bit of smoke hanging around with it.M: Medium bodied, very smooth. Higher carbonation gives it a bit of an airy feel.O: One hell of a BSDA. Honestly one of the very best I've ever had. No aspect is overwhelming like so many of them are. Everything melds together, making it surprisingly mellow, well-integrated and easy drinking. Not too sweet, not too bitter, not too fruity, not too spicy. Great balance of flavors. I really enjoyed this one.",209,82,4.15,2134,1761,1286272800.0,"United States, Massachusetts",Belgium,34,bottle
2910,912,American Adjunct Lager,5.0,1459591200,hdf561.565607,3.25,3.5,4.0,3.5,4.0,3.64,"Poured from a bottle into a mug, clear but dark gold, no skunk smell, maybe some grain and corn but surprisingly pleasing Taste can't quite place it but it tastes delicious, very smooth, no bitterness perhaps some citrus, malt, bread notes still tastes great very smooth One of the best Mexican beers I have ever had! Kills corona and is on par with dos Equis, closer to a dos Amber than lager but phenomenal beer will buy again.",765,260,2.74,118,113,1297422000.0,"United States, Virginia",Dominican Republic,7,bottle
277999,48949,American Double / Imperial IPA,8.0,1501236000,brewandbbq.1965,4.0,4.25,4.25,4.25,4.25,4.24,"16oz can dated 7/14/17.Pours cloudy light gold with a short-lived head and minimal retention. Aromatics are tropical and lush. Candied peach. mango, and grapefruit. Medium bodied with a slickish but soft mouthfeel. A bit thin. Ripe citrus on the palate with zero malt and barely a trace of bitterness. Dry with plenty of juicy fruit. Finishes with plenty of peach and ripe tropicals. Nice beer. Probably the closest I've found next to Trillium.",42,15,4.22,1451,1448,1051178400.0,"United States, New Hampshire","United States, Maine",5,can
85006,25436,Scotch Ale / Wee Heavy,7.5,1349431200,stonedtrippin.601042,4.0,4.0,4.0,4.0,4.0,4.0,"a few months ago, i saw the brewer and some employees sneaking back to the cold room with a few bottles of rogues maple bacon beer. i knew something was up, and apparently it was this beer. made with smoked peppered bacon, this is a real different glass of beer. it pours rather dark, brown and syrupy looking, with a decent almost pure white head. the nose is really smokey, peaty, like scotch, with a robust dark malt profile. the flavor is crazy, smokey like a rauchbier at first, but then comes this intense black pepper flavor and a distinctly bacon finish. i guess i should qualify &quot;bacon finish&quot;. it isnt greasy or anything, but there is a very recognizable pork fat taste floating around in there with all the smoky flavors. i think it comes together well, and is certainly an ambitious brew. its got a ton of body and a slipper sort of mouthfeel. im impressed with this, go get some before its gone.",4,2,3.95,8970,8970,1306576800.0,"United States, Colorado","United States, Colorado",83,bottle
67780,24493,Irish Red Ale,6.2,1355223600,austincsuf.704131,4.0,4.0,3.0,3.5,3.0,3.5,"Beer was poured into cold pint glass..A- deep red almost brown amber colors- smell is quite pleasant, but u expect something with more profile after smelling itt- real smooth irish red, not a lot going on as far as aftertaste though (good or bad depending on your view)m- refreshingo-decent beer although not much flavor profile",19,6,3.27,7,7,1353409200.0,"United States, California","United States, California",29,unknown
645,207,Quadrupel (Quad),11.3,1301220000,adambear.406967,5.0,4.0,5.0,4.0,4.0,4.16,"A-dark chestnut with a thin light tan headS-caramelized belgian sugars. has a slight burnt scent to it. good strengthT-comes in with a potent hit of caramelized belgian sugars. it definitely tastes like a really strong beer. the more i drink it, the stronger it comes. the after-taste is filled with bananas and grapes. its definitely not as great as people make it out to be, i think the ABV hits too hard.M-thick high carbonation with a dry finishD-well this is definitely a sipper. i wasn't too impressed with this one compared to other dark belgians. it just doesn't go down easily. it was actually sorta difficult to finish. It is unique though and complex. Though its not my favorite. It's something I'll be coming back to every once in awhile.",9228,2875,4.47,911,908,1261393200.0,"United States, Pennsylvania",Belgium,3,unknown
46164,17279,English India Pale Ale (IPA),6.5,1246960800,brendan13.111074,4.5,4.0,4.0,4.5,4.5,4.33,On tap at The Local Taphouse 7/7/09.A - Slightly hazy orange hued golden colour with 2cm of fluffy white head that hangs around for a while.S - Tropical &amp; stone fruit aromas up front with a bit of a piney note. All about hops it seems.T - Also lots of tropical fruit and stone fruit in the taste with a bready and biscuity maltiness to back it up.M - Light to medium bodied with a fairly high carbonation. High but smooth hop bitterness and sticky hop resin.D - One of the best beers I've had this year. A hopheads delight. I don't know if they have done various versions but this seems much more like an American IPA than an English IPA. Which is a good thing!,7,7,3.68,915,915,1165662000.0,Australia,Australia,11,draft
